Sr NO.,Original Timestamp,Payload,Original Status,WAF Status,ML Status,Combined Result,Fuzzed Payload 1,Fuzzed Timestamp 1,WAF Status 1,ML Status 1,Combined Result 1,Fuzzed Payload 2,Fuzzed Timestamp 2,WAF Status 2,ML Status 2,Combined Result 2,Fuzzed Payload 3,Fuzzed Timestamp 3,WAF Status 3,ML Status 3,Combined Result 3,Fuzzed Payload 4,Fuzzed Timestamp 4,WAF Status 4,ML Status 4,Combined Result 4,Fuzzed Payload 5,Fuzzed Timestamp 5,WAF Status 5,ML Status 5,Combined Result 5
11,2024-12-16T21:03:16.928687,27002,200,200,200,both_correct, aNd 0x193d=6461,2024-12-16T21:03:17.313960,200,200,both_correct,/**/And 0x193d LIKE	8575=(SELECT 0x1),2024-12-16T21:03:19.139362,200,403,waf_correct_ml_incorrect,/**/and 0x193d/* Cn*/LIKE 8437 lIkE (SELecT 0x1) lIkE (Select 0x1),2024-12-16T21:03:21.987952,403,403,both_incorrect,/**/anD	0x193d/**/LIKe 561!=(SELECT  AND 1) LIke/**/(SeLECT 0x1) liKe (selEcT 0x1),2024-12-16T21:03:26.255407,403,403,both_incorrect,/**/aND	0x193d/**/LIkE 0x231 not like (SElEcT  anD 5797 LIKe  AND 1) lIKe	(selecT 0x1) likE (SeLECT 0x1),2024-12-16T21:03:31.194900,403,403,both_incorrect
12,2024-12-16T21:03:37.164011,"1  )   where 6374  =  6374 or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )  --",403,403,403,both_correct,"1  )   whERe 6374  =  6374 Or row  (  1045,7562  )  >  (  seLECt count  (/**/ *  )  ,concat  (  0x7171706a71,  (  SeleCt   (  elt  (  1045   LIKe   1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x FROm   (  seLECT 8488
union seLEcT  AND 1 union SElECt 8617=(SELECT 8617) union seLEct 1210  )  a group by x  )  --",2024-12-16T21:03:52.356803,403,200,waf_correct_ml_incorrect,"1  )   wherE 6374  =   OR 0 or row  (  1045,7562  )  >  (  SeleCt count  (  *  )  ,concat  (  0x7171706a71,  (  SelEcT   (  elt  (  1045   lIKe   1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (	 0  )  *8008<>8009   )    )   x FrOm   (  SElEcT 8488
union sElECT  anD 1 union sELECt 8617=(SEleCT 8617) union Select (SeLecT 1210)  )  a group by x  )  --",2024-12-16T21:04:09.624322,403,200,waf_correct_ml_incorrect,"1  )   whERE 6374  =   or 0 or row  (  1045,7562  )  >  (  SELecT count  (  *  )  ,concat  (  0x7171706a71,  (  SEleCT /*$*/ (  elt  (  1045   LIkE   1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (
 0  )  *8008 NOT LIKE 8009   )    )   x From   (  sELEct 8488
union SElect  AnD 1 union SeLEct 0x21a9=(SelEcT (SELECT 6714 NOT LIKE 6715)) union SELeCt (SELECT 1210)  )  a group by x  )  --",2024-12-16T21:04:27.214047,403,200,waf_correct_ml_incorrect,"1  )   WhERE 6374   lIke   /**/Or 0 oR row  (  1045,7562  )  >  (  SElEct count  (  *  )  ,concat  (  0x7171706a71,  (  seLEct /**/ (  elt  (  1045   liKE   1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (
	(SELECT 1)  )  *8008 NOT LIKE 8009   )    )   x FRoM   (  SELecT 8488
union seLEct  and 's2'='s2' union SeLECT 0x21a9=(sElecT (SELECT 6714 NOT LIKE 0x1a3b)) union SelEct (sELeCT 1210)  )  a group by x  )  --",2024-12-16T21:04:46.880172,403,403,both_correct,"0x1  )   whErE 6374   lIkE    OR 0 Or row  (  1045,7562  )  >  (  sELecT count  (  *  )  ,concat  (  0x7171706a71,  (  SeleCT /*{*/ (  elt  (  1045   liKE   1045,8406 iN (8405,8406,8407)   )    )     )  ,0x717a767a71,floor  (  rand  (

(sElEcT 1)  )  *(seLECT 1) not like 8009   )    )   x fRoM   (  SelEcT 8488
union SElecT  AND 's2'='s2' union SElEct 0x21a9=(seleCT (selEct 6714 NOT LIKE 0x1a3b)) union SeLect (seLect 1210)  )  a group by x  )  --",2024-12-16T21:05:08.038074,403,200,waf_correct_ml_incorrect
13,2024-12-16T21:05:30.399948,yern,200,200,403,waf_correct_ml_incorrect,yern,2024-12-16T21:05:30.737692,200,403,waf_correct_ml_incorrect,yern,2024-12-16T21:05:32.053197,200,403,waf_correct_ml_incorrect,yern,2024-12-16T21:05:33.373945,200,403,waf_correct_ml_incorrect,yern,2024-12-16T21:05:34.689489,200,403,waf_correct_ml_incorrect,yern,2024-12-16T21:05:36.000316,200,403,waf_correct_ml_incorrect
14,2024-12-16T21:05:37.313286,"1""   )    )     )   and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",403,403,403,both_correct,"'oq' not like 'oqr'"" /**/ )    )     )   ANd  AND (SELECT 1)  =    (  SelECT count  (  *  )   FrOM sysusers As sys1,sysusers aS sys2,sysusers AS sys3,sysusers aS sys4,sysusers aS sys5,sysusers As sys6,sysusers As sys7 
)  --",2024-12-16T21:05:46.450953,200,403,waf_incorrect_ml_correct,"'oq' not like 'oqr'"" /*q*/ )    )     )   ANd  aND (SeLEct 4758<>(SELECT (SELECT 1)))  =    (  SeLECt count  (  *  )   fROm sysusers as sys1,sysusers/**/aS sys2,sysusers aS sys3,sysusers as sys4,sysusers as sys5,sysusers aS sys6,sysusers aS sys7  )  --",2024-12-16T21:05:58.030337,403,403,both_correct,"'oq' not like 'oqr'"" /**/ )    )     )/**/  aNd  anD (SElECt  or '_X' liKe '_X'<>(SELECt (SeLEct 0x1)))  =    (  SelECt count  (  *  )   FroM sysusers aS sys1,sysusers/*AuJU*/AS sys2,sysusers AS sys3,sysusers As sys4,sysusers As sys5,sysusers as sys6,sysusers AS sys7  ) 
--",2024-12-16T21:06:10.939013,403,403,both_correct,"'oq' not like 'oqr'"" /**/ )    )     )/**/  aNd  anD (SELECT  or '_X' likE '_X'<>(SELeCT (seLect 0x1)))  =    (  Select count  (  *  )   FrOM sysusers AS sys1,sysusers/**/aS sys2,sysusers aS sys3,sysusers As sys4,sysusers as sys5,sysusers as sys6,sysusers As sys7 /**/)  --",2024-12-16T21:06:25.130013,403,403,both_correct,"'oq' not like 'oqr'"" /**/ )    )     )/**/  anD  AnD (SELecT  OR '_X' like '_X'<>(seLECt (SEleCT 0x1)))   like     (  sELeCT count  (
 *  )   frOm sysusers AS/**/sys1,sysusers/**/AS sys2,sysusers AS sys3,sysusers As sys4,sysusers As sys5,sysusers aS sys6,sysusers AS sys7 /**/)  --",2024-12-16T21:06:39.412398,403,403,both_correct
15,2024-12-16T21:06:53.510875,1'   )    )    as vwua where 8099  =  8099 union all select null--,403,403,403,both_correct,"5987=5987'   )    )    AS/**/vwua wHERE
 OR 0   like   0x1fa3 union all selEct null--",2024-12-16T21:06:56.759884,403,403,both_correct, AND 1='m' not like 'mK''   )    )    As vwua wHeRE	 or 0x0   LIke   0x1fa3 union all SEleCT null--,2024-12-16T21:07:02.048359,403,403,both_correct, aNd  || (SELECT 0) LiKe 4864='m' not like 'mK'' /**/ )    )    as vwua wheRe  oR 0x0   LIKe   0x1fa3 union all SelECT null--,2024-12-16T21:07:07.896869,403,403,both_correct," aND  || (selECt 'u'<>'u$') liKE /**/OR (SELECT 0)='m' not like 'mK'' /**/ )    )    aS vwua WherE  oR 0x0   like   0x1fa3
union all sElEct null--",2024-12-16T21:07:14.769727,403,403,both_correct, ANd  || (sElecT 'u'<>'u$') LIKe /*.<aN*/or (selECT (SeLeCt '0'=' AND 1'))='m' not like 'mK'' /**/ )    )    As/**/vwua whERe  or 0x0   lIke   0x1fa3 union all seLecT null--,2024-12-16T21:07:22.624117,403,403,both_correct
16,2024-12-16T21:07:31.980331,gelber serarols,200,200,200,both_correct,"gelber/*uM,*/serarols",2024-12-16T21:07:32.823396,200,200,both_correct,gelber/**/serarols,2024-12-16T21:07:34.906287,200,200,both_correct,gelber	serarols,2024-12-16T21:07:36.876105,200,200,both_correct,"gelber
serarols",2024-12-16T21:07:38.721313,200,200,both_correct,gelber serarols,2024-12-16T21:07:40.585483,200,200,both_correct
17,2024-12-16T21:07:42.408613,"-7963'+  (  select 'kxzh' where 7039  =  7039 union all select 7039,7039,7039,7039,7039,7039--",403,403,403,both_correct,"-(SEleCt 7963)'+  (  select 'kxzh' whERe 7039  = 
7039 union all SeLecT/**/7039, || 0,7039,7039,7039,'te' LIKE 'te'--",2024-12-16T21:07:46.848111,403,403,both_correct,"-(seLect (SELECT 7963))'+  (  select 'kxzh' whERe 7039  = 	7039 union all SeLecT '6T=' LIKE '6T=', || (SELECT 1),7039,7039,7039,'te' LIKE 'te'--",2024-12-16T21:07:53.467858,403,403,both_correct,"-(SelECt (SElEcT 7963))'+  (  select 'kxzh' whERe  OR 0  = 
7039 union all SeLecT '6T=' LIKE '6T LIKe ', || (SELECT 0x1),5454=5454,7039,7039,'te' LIKE/**/'te'--",2024-12-16T21:08:01.603038,403,403,both_correct,"-(selecT (SElecT '+C'!='+Cl'))'+  (  select 'kxzh' whERe  OR (SELECT 1)  =  7039 union all SeLecT '6T like ' LIKE '6T lIke ', || (SELECT 0x1),5454=5454,7039,0x1b7f,'te' LIKE 'te'--",2024-12-16T21:08:10.160063,403,403,both_correct,"-(SEleCT (SeLEct '+C' NOT LIKE '+Cl'))'+  ( /**/select 'kxzh' whERe  OR (SELECT
1)  =  7039 union all SeLecT '6T LIKe ' LIKE '6T LIke ', || (SELECT 0x1),0x154e='_L'<>'_L)', AND 1,0x1b7f,'te' LIKE 'te'--",2024-12-16T21:08:19.762105,403,403,both_correct
18,2024-12-16T21:08:30.551970,1  )   where 9683  =  9683,403,200,200,both_incorrect," AND 0x1  ) 
 WhERe 9683   lIkE  /**/2675 LIKE 2675",2024-12-16T21:08:31.937748,200,200,both_incorrect, ANd 0x1 /**/)   WHerE (SELECT 9683)   lIkE  /**/2180!= AND 1 Like 2675,2024-12-16T21:08:35.401952,200,403,waf_incorrect_ml_correct," and 0x1 /**/) /**/ wHERE (SELeCT (SElECT 9683))   likE
 /**/4127=4127 NOT LIKE  aNd 1 LikE  or 0",2024-12-16T21:08:39.840660,200,403,waf_incorrect_ml_correct," ANd 0x1 /**/) /**/ wHErE (SeLEct (SelEct
(SELECT 1)))   LIke
 /**/(SELECT 4127)=4127 not like  ANd 1 lIKE /*~*/oR '5}'!='5}w'",2024-12-16T21:08:45.425311,403,403,both_correct," anD
0x1  ) /**/ whERe (selEct (SElECt
(seLECt 1)))   like
 /**/(seLEcT (seleCt 4127))='Az' LIKE 'Az' not like  And 1 LIkE /*~*/OR ' OR 0}' NOT LIKE '5}w'",2024-12-16T21:08:52.583480,403,403,both_correct
19,2024-12-16T21:09:00.886554,19140,200,200,200,both_correct,(SELECT 5057)	LIKE (SELECT 1),2024-12-16T21:09:01.252966,403,403,both_incorrect,(sElecT 6611<>6612) Like (SeLeCT/*<*/ Or (SELECT 0)),2024-12-16T21:09:03.746699,403,403,both_incorrect,(SElECT 6611!='ZQq'='ZQq') like (SeLECt/*buhQ*//**/Or (SeLeCT  OR	(SELECT 0))),2024-12-16T21:09:07.304943,403,403,both_incorrect,(SELeCt 'e' NOT LIKE 'eo'!='ZQq' LIKE 'ZQq') LikE (sElECt/*buhQ*//**/oR (SelECt  oR (SELeCT/**/(sELeCT (sEleCT 1))))),2024-12-16T21:09:12.095296,403,403,both_incorrect,"(SELEct 'e' not like 'eo'!= and 5580 IN (5579,5580,5581)) lIKE (SELEcT/*buhQ*//**/oR (sEleCT
 Or/*Z*/(seLEct/**/(seLECt (selecT 0x1)))))",2024-12-16T21:09:18.642996,403,403,both_incorrect
20,2024-12-16T21:09:26.385608,73488403e,200,200,200,both_correct,73488403e,2024-12-16T21:09:26.956729,200,200,both_correct,73488403e,2024-12-16T21:09:28.514909,200,200,both_correct,73488403e,2024-12-16T21:09:30.057735,200,200,both_correct,73488403e,2024-12-16T21:09:31.623177,200,200,both_correct,73488403e,2024-12-16T21:09:33.208108,200,200,both_correct
